ham,Hmmm ... And imagine after you've come home from that having to rub my feet make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
ham,Nt only for driving even for many reasons she is called BBD..thts it chikku then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a Σ350 award. If your number matches please call 09063442151 to claim your Σ350 award
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
ham,Also sir i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.
spam,44 7732584351 Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
ham,Cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you! Have a beautiful morning. See you in the library later.
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,My friend she's studying at warwick we've planned to go shopping and to concert tmw but it may be canceled havn't seen  for ages yeah we should get together sometime!
spam,+123 Congratulations - in this week's competition draw u have won the Σ1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
spam,+123 Congratulations - in this week's competition draw u have won the Σ1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
ham,U need my presnts always bcz U cant mis love. jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....
ham,A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence it means you are ......... 'MARRIED'
ham,Hiya sorry didn't hav signal. I haven't seen or heard from and neither has which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
spam,CDs 4u: Congratulations ur awarded Σ500 of CD gift vouchers or Σ125 gift guaranteed & Freeentry 2 Σ100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
ham,   and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy
ham,That way transport is less problematic than on sat night. By the way if u want to ask  n  to join my bday feel free. But need to know definite nos as booking on fri. 
spam,Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or Σ10000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer
ham,Best msg: It's hard to be with a person when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...
ham,Did he say how fantastic I am by any chance or anything need a bigger life lift as losing the will 2 live do you think I would be the first person 2 die from N V Q? 
spam,URGENT! Your mobile number *************** WON a Σ2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP 150ppm
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
ham,House-Maid is the murderer coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closedincluding post office..understand?
spam,Urgent! Please call 09066612661 from your landline your complimentary 4* Lux Costa Del Sol holiday or Σ1000 CASH await collection. ppm 150 SAE T&Cs James 28 EH74RR
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,House-Maid is the murderer coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closedincluding post office..understand?
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,House-Maid is the murderer coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closedincluding post office..understand?
spam,Todays Voda numbers ending with 7634 are selected to receive a Σ350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,Ah well that confuses things doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .
ham,No shit but I wasn't that surprised so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,Feb  &lt;#&gt;  is I LOVE U day. Send dis to all ur VALUED FRNDS evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Feb  &lt;#&gt;  is I LOVE U day. Send dis to all ur VALUED FRNDS evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr
spam,Loan for any purpose Σ500 - Σ75000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,Loan for any purpose Σ500 - Σ75000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
ham,U haven��t lost me ill always b here 4u.i didn��t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that��s what itried2tell urmom.i careabout u
ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
spam,Loan for any purpose Σ500 - Σ75000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
spam,YOU VE WON! Your 4* Costa Del Sol Holiday or Σ5000 await collection. Call 09050090044 Now toClaim. SAE TC s POBox334 Stockport SK38xh CostΣ1.50/pm Max10mins
spam,YOU VE WON! Your 4* Costa Del Sol Holiday or Σ5000 await collection. Call 09050090044 Now toClaim. SAE TC s POBox334 Stockport SK38xh CostΣ1.50/pm Max10mins
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
spam,URGENT IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU
ham,Say this slowly.? GODI LOVE YOU &amp; I NEED YOUCLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow do itplspls do it...
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
ham,Say this slowly.? GODI LOVE YOU &amp; I NEED YOUCLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow do itplspls do it...
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp Σ1.50/msg
ham,Say this slowly.? GODI LOVE YOU &amp; I NEED YOUCLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow do itplspls do it...
ham,Say this slowly.? GODI LOVE YOU &amp; I NEED YOUCLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow do itplspls do it...
spam,pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL
spam,I want some cock! My hubby's away I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end txt rec Σ1.50ea. OTBox 731 LA1 7WS. )
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!__Ǌ�_??���ud evening...
spam,You have won a guaranteed 32000 award or maybe even Σ1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
spam,Last chance 2 claim ur Σ150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. Σ3.00 Sub. 16 . Remove txt X or STOP
spam,all the lastest from Stereophonics Marley Dizzee Racal Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468
ham,Yun ah.the ubi one say if �_ wan call by tomorrow.call 67441233 look for irene.ere only got bus822656166382. Ubi cresubi tech park.6ph for 1st 5wkg days.��n
ham,Sometimes we put walls around our heartsnot just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,WELL DONE! Your 4* Costa Del Sol Holiday or Σ5000 await collection. Call 09050090044 Now toClaim. SAE TCs POBox334 Stockport SK38xh CostΣ1.50/pm Max10mins
spam,Eerie Nokia tones 4u rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p 
ham,You stayin out of trouble stranger!!saw Dave the other day he��s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
spam,Moby Pub Quiz.Win a Σ100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Σ1.50 008704050406 SP Arrow
spam,Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Σ250k Dream Team. Scoring starts on Saturday so register now!SKY OPT OUT to 88088
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost Σ1.50 min MobcudB more
ham,GOD ASKED What is forgiveness? A little child gave lovely reply It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costΣ3.75max 
spam,Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Σ250k Dream Team. Scoring starts on Saturday so register now!SKY OPT OUT to 88088
ham,Forgot you were working today! Wanna chat but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well nose essay and all xx
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,Hey! do u fancy meetin me at 4 at cha �_ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if �_ leaving earlier or wat mah cos mayb �_ haf to walk v far...
spam,Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V Matrix3 StarWars3 etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 
spam,Urgent UR awarded a complimentary trip to EuroDisinc Trav Aco&Entry41 Or Σ1000. To claim txt DIS to 87121 18+6*Σ1.50(moreFrmMob. ShrAcomOrSglSuplt)10 LS1 3AJ
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net Σ1.50pm approx 3mins
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsΣ1/minMobsmoreLKPOBOX177HP51FL
spam,Eerie Nokia tones 4u rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST ADDAMSFA MUNSTERS EXORCIST TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p
spam,Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520 to subscribe 25p pm. DPS Bcm box 8027 Ldn wc1n3xx
spam,FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139 LA32WU. 16 . Remove txtX or stop
spam,Final Chance! Claim ur Σ150 worth of discount vouchers today! Text YES to 85023 now! SavaMob member offers mobile! T Cs SavaMob POBOX84 M263UZ. Σ3.00 Subs 16
spam,Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK PO Box 113 Bray Wicklow Eire. Quiz Starts Saturday! Unsub Stop
spam,Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK PO Box 113 Bray Wicklow Eire. Quiz Starts Saturday! Unsub Stop
spam,URGENT!! Your 4* Costa Del Sol Holiday or Σ5000 await collection. Call 09050090044 Now toClaim. SAE TC s POBox334 Stockport SK38xh CostΣ1.50/pm Max10mins
ham,Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtΔbraindanceΔa comp.ofstuff on aphex��s ;abelu hav2hear it!c u sn xxxx
spam,Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1 W14RG 150p
spam,Final Chance! Claim ur Σ150 worth of discount vouchers today! Text YES to 85023 now! SavaMob member offers mobile! T Cs SavaMob POBOX84 M263UZ. Σ3.00 Subs 16
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x CallsΣ1/minMobsmore LKPOBOX177HP51FL
spam,Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable 2)Untamed 3)Unkempt. Text 12 or 3 to 83049. Cost 50p +std text
spam,Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable 2)Untamed 3)Unkempt. Text 12 or 3 to 83049. Cost 50p +std text
spam,Urgent UR awarded a complimentary trip to EuroDisinc Trav Aco&Entry41 Or Σ1000. To claim txt DIS to 87121 18+6*Σ1.50(moreFrmMob. ShrAcomOrSglSuplt)10 LS1 3AJ
spam,Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates play java games Dload polyH music noline rentl. bx420. ip4. 5we. 150pm
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.I��m knackered and i��m dreading work tonight. What are thou upto tonight. X
spam,Marvel Mobile Play the official Ultimate Spider-man game (Σ4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
spam,This is the 2nd time we have tried 2 contact u. U have won the Σ750 Pound prize. 2 claim is easy call 087187272008 NOW1! Only 10p per minute. BT-national-rate.
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V Matrix3 StarWars3 etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!
spam,Today's Offer! Claim ur Σ150 worth of discount vouchers! Text YES to 85023 now! SavaMob member offers mobile! T Cs 08717898035. Σ3.00 Sub. 16 . Unsub reply X
ham,Good afternoon my love! How goes that day ? I hope maybe you got some leads on a job. I think of you boytoy and send you a passionate kiss from across the sea
ham,Aiyo... U always c our ex one... I dunno abt mei she haven reply... First time u reply so fast... Y so lucky not workin huh got bao by ur sugardad ah...gee.. 
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a Σ1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
spam,Orange customer you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa
spam,Today's Offer! Claim ur Σ150 worth of discount vouchers! Text YES to 85023 now! SavaMob member offers mobile! T Cs 08717898035. Σ3.00 Sub. 16 . Unsub reply X
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,Crazy ar he's married. �� like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx CallsΣ1/minMobsmoreLKPOBOX177HP51FL
ham,I��m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk we have got our social services inspection at the nursery! Take care & spk sn x.
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AΣ1.50 minAPN LS278BB
